trigram	frequency
creation especially for	2
thereby creating conditions	2
facility will provide	2
in afghanistan to	2
the agency responsible	2
would support development	2
date of actual	2
agricultural output in	2
and supply and	2
selections of consultants	2
create the enabling	2
involve any adverse	2
livelihoods and build	2
a bank established	2
study tours to	2
identification of sites	2
process of setting	2
with the senior	2
involved throughout the	2
incubation and support	2
implemented jointly with	2
plan should be	2
still faced with	2
adopt agricultural practices	2
to upgrading of	2
key infrastructure for	2
to high quality	2
raising awareness of	2
weight at months	2
the complementarity with	2
management requirements will	2
insurance climate data	2
target groups of	2
to date on	2
equipped with regulators	2
communities in select	2
new project areas	2
million ua thousand	2
establishing a business	2
the website https	2
using retroactive financing	2
of liberian cocoa	2
not been taken	2
form of contracts	2
target provinces is	2
for international agricultural	2
over from the	2
line and percent	2
food security improvement	2
term positive impacts	2
need for improving	2
themselves do not	2
value shall be	2
through the cooperative	2
the opportunities in	2
and a process	2
agricultural activities as	2
smallholders to make	2
provisions on environmental	2
would enable farmers	2
of that policy	2
transfer of improved	2
better provision of	2
to creating long	2
campaigns to inform	2
inadequate extension services	2
and the affected	2
contracts for goods	2
districts of jaffna	2
borrower has developed	2
five hundred fifty	2
and medium to	2
household and small	2
priority community investment	2
a development programme	2
following several investigations	2
training as well	2
involved any resettlement	2
service centre for	2
th to th	2
reports on project	2
increase the sustainable	2
project was formulated	2
empowerment through income	2
iita and the	2
project impact evaluation	2
integration and economic	2
will be possible	2
mali chamber of	2
of seed pre	2
was approximately us	2
selected cascades of	2
the municipal development	2
consolidation for improved	2
still need to	2
areas where two	2
see the technical	2
agriculture including development	2
systems and strengthening	2
under the integrated	2
and mitigation risks	2
reduce annual importation	2
for each investment	2
resources for financing	2
civil society participation	2
vulnerability analysis and	2
quality of social	2
the financial net	2
promote economic empowerment	2
and financial inputs	2
partnership involving the	2
implementation on a	2
in agricultural commodity	2
pcu with a	2
strengthening and information	2
the international bank	2
improve product quality	2
effective and suggested	2
temperature will be	2
scaled up and	2
and decentralised services	2
with the strong	2
seasonal variability of	2
of ecuador executing	2
increasing marketed output	2
inputs in crops	2
by supporting social	2
province will be	2
us per farm	2
principle for the	2
demand for rice	2
food and livestock	2
for the lao	2
rcn production has	2
participation and human	2
rules will apply	2
effective governance for	2
prevent or mitigate	2
that would improve	2
stand at percent	2
from across the	2
rated as environmental	2
goal of becoming	2
mitigation and control	2
and projected to	2
seven priority value	2
across national borders	2
this principle will	2
the targeted catchments	2
may potentially affect	2
product processing units	2
piloted or provided	2
of zambia to	2
are encouraged for	2
facilitating social cohesion	2
of risk associated	2
with girsal to	2
infrastructure and projects	2
livestock as a	2
for success and	2
and economic operators	2
nicholas john valentine	2
intervention areas are	2
in the mgf	2
spectrum of rural	2
bpm have been	2
and accounting regulations	2
currently not known	2
inputs and improved	2
project specific interventions	2
all subprojects in	2
strategy and priorities	2
remote sensing technology	2
programme description programme	2
receiving food aid	2
prime agricultural land	2
and fisheries to	2
of practices and	2
local level with	2
living with hiv	2
strengthening their institutions	2
adoption by famers	2
abundance of natural	2
build a more	2
and unhealthy working	2
for stabilization and	2
the climate resilient	2
in kirundo province	2
analytical foundation for	2
headcount in rural	2
a reasonable suspicion	2
for discussions and	2
african government and	2
positive in all	2
of produce in	2
interest for market	2
exploitation of the	2
and household community	2
commitment to nutrition	2
sector capacity building	2
have impacts that	2
significant contributor to	2
coordinated way with	2
donor round tables	2
and time estimates	2
and indirect influence	2
common technical practices	2
the decree establishing	2
aligned with kenya	2
works will not	2
planned activities are	2
youth dimensions in	2
world bank external	2
funding documents supervision	2
engaged in project	2
institutional development activities	2
developing world as	2
moved out of	2
allocated to ccafs	2
by public policies	2
national gender policy	2
partners with the	2
shifts in agriculture	2
and programming manual	2
than the grade	2
of an entire	2
by tracking the	2
a firm of	2
to national research	2
to increased traffic	2
and the provinces	2
the independent verification	2
provide implementation support	2
development and deployment	2
the lead project	2
issued to the	2
a total revenue	2
chair of the	2
from resepag ii	2
to manage productive	2
pollution control is	2
in the joint	2
burundi coffee brand	2
to access and	2
governance in sapzs	2
of tunisia siliana	2
barriers to the	2
country to move	2
the committees will	2
the main means	2
include the new	2
laboratory infrastructure and	2
below the minimum	2
women are engaged	2
promote the linkage	2
payment of government	2
access to available	2
silos located in	2
number of public	2
recommendations and necessary	2
mining is likely	2
gdp and to	2
including investment projects	2
in sectors that	2
harvesting structures and	2
to all hydrometeorology	2
agriculture commodity exchanges	2
peace and national	2
the situation in	2
and services under	2
development and commercial	2
expansion of private	2
an effective system	2
niger is also	2
with the incidence	2
fertilizer production blending	2
programme over the	2
adb shall determine	2
value added products	2
there is substantial	2
arrangements are based	2
to a low	2
annual audit report	2
following three pillars	2
african republic executing	2
including financial reports	2
marketing and community	2
procedures on budgeting	2
management risk at	2
ratio is expected	2
payment of principal	2
mainly attributed to	2
them up to	2
the transition period	2
apz governance system	2
the hiring or	2
ensure all negative	2
and road construction	2
by the gafsp	2
power sector that	2
admissibility under section	2
administration department of	2
implemented through advance	2
responsible for investment	2
region and one	2
systematically render an	2
to adopt productivity	2
focus of development	2
and planning unit	2
in the l	2
communities in region	2
the capture of	2
the food needs	2
private dialogue platform	2
evaluation of program	2
the social inclusion	2
with a performance	2
sustain climate resilient	2
pco will be	2
by supporting policies	2
management for productivity	2
project assets by	2
by the migration	2
the three regional	2
economically viable if	2
in local planning	2
there is high	2
national youth institute	2
economic cooperation coordination	2
incremental suppliers of	2
multipurpose boreholes for	2
csa research and	2
bank and partners	2
of the supervisory	2
mission also met	2
newly developed township	2
growth of percent	2
impact assessment plan	2
proposed resilient productive	2
committed to revising	2
in the intermediary	2
the ccat plan	2
finance the delivery	2
seed growers and	2
supporting the transition	2
indicators contained in	2
for public intervention	2
tadb of evidence	2
drastically improved during	2
development by lifting	2
established strengthened and	2
of the optimum	2
this entire participatory	2
to stimulate a	2
project activities may	2
in tangal and	2
of financing will	2
the arbitration proceedings	2
afd and the	2
artisanal fisheries productivity	2
be integrated with	2
also conducted to	2
of how the	2
activities come from	2
outputs and their	2
or renovation of	2
five districts of	2
borrower acknowledges that	2
maturity premium shall	2
of polythene plant	2
for tcep i	2
reforms designed to	2
the threshold of	2
a greener agricultural	2
policy unit by	2
circle of increasing	2
constitutes around percent	2
adoption of gender	2
risk as moderate	2
cb and cdb	2
and redress mechanism	2
well as stakeholders	2
approach was considered	2
four countries that	2
and financial literacy	2
quantity of seeds	2
of seed growers	2
procurement through the	2
essentially based on	2
opportunities to improve	2
distribution of these	2
the contract will	2
of procurement into	2
as enhance food	2
contribute to women	2
has implemented the	2
account demand for	2
will not cover	2
prevention and reduction	2
and may indirectly	2
structural reforms in	2
requirements and technical	2
up three coordination	2
coordinator at the	2
completion reports for	2
of the participants	2
deter corruption and	2
july afdb govt	2
works will primarily	2
well as good	2
and gender based	2
the guyana livestock	2
income adf rmcs	2
ifad has provided	2
distribution and use	2
that any affected	2
the component description	2
of the lack	2
chains and supporting	2
social development specialist	2
presentation of these	2
the timeframe for	2
in adb incurring	2
sustainably improve incomes	2
arrangements for service	2
through the dedicated	2
protecting the environment	2
day financial operations	2
by promoting private	2
with the dam	2
that an emergency	2
financial operations will	2
of minority groups	2
of all time	2
strategic crops in	2
between the cgiar	2
organizational strengthening of	2
poverty and climate	2
consolidated and specific	2
linking production areas	2
imports of rice	2
to strengthen regional	2
ensure that sub	2
n a firr	2
the children under	2
and ii of	2
partly related to	2
the district agriculture	2
public capacity will	2
to expanding agriculture	2
through improved extension	2
above per cent	2
nature of project	2
on experience on	2
organizations and promote	2
may receive project	2
between gcf and	2
on market access	2
for food testing	2
value to various	2
development of large	2
of rural inhabitants	2
farm produce marketed	2
counterpart contributions by	2
potential for scaling	2
affordable health care	2
in agricultural services	2
the recording and	2
water smart landscapes	2
be properly implemented	2
entrepreneurs to enable	2
fora as well	2
so that there	2
staff and technical	2
and construction phases	2
evaluation system of	2
and monetary policy	2
regional level to	2
to any known	2
risk of strong	2
project also supports	2
dependable income and	2
production and improving	2
for almost percent	2
of operational seed	2
by a branch	2
comprehensive vulnerability assessment	2
will be cleared	2
to characterize system	2
table financing plan	2
to one fourth	2
relevant government departments	2
time for awareness	2
irrigation through assisting	2
beliefs about women	2
and strengthening market	2
the driver of	2
in poverty rate	2
the namibia constitution	2
detailed mitigation measures	2
support missions as	2
kampong thom province	2
very successful in	2
initiatives like high	2
procurement and reducing	2
very high levels	2
the northern provinces	2
affected communities and	2
or a private	2
the different stakeholders	2
produce will be	2
of areas with	2
expertise in food	2
strengthening extension services	2
carbon development strategy	2
improved balance trade	2
now play the	2
national agricultural labour	2
of the oblast	2
is currently considered	2
grant mechanism to	2
services for users	2
the very low	2
coordination team in	2
that protects to	2
country is required	2
improved environmental management	2
to sustain a	2
ghats and the	2
skills and resources	2
by appraisal for	2
results framework to	2
would also make	2
profitable farms linked	2
include point and	2
most appropriate for	2
has already appointed	2
and considering the	2
and has started	2
chain approach in	2
income generating opportunities	2
plan developed for	2
transformation of a	2
be sought under	2
in schedule of	2
and assistance of	2
proposed project responds	2
to increase commercialization	2
million people that	2
implementation of participatory	2
has been expanding	2
challenges facing agricultural	2
some areas under	2
arrangements can be	2
approach to targeting	2
a quantitative analysis	2
plan review will	2
pest control programs	2
it also imposes	2
team has a	2
including the relevant	2
of land administration	2
newcastle disease in	2
and business innovations	2
improvement of command	2
monitoring evaluation manual	2
sensitization on good	2
completed by effectiveness	2
and eastern guinea	2
terms of production	2
imperative for ghana	2
set of eligibility	2
that may potentially	2
zimbabwe and the	2
agriculture natural resources	2
schemes originating from	2
pilot community agricultural	2
of benefit sharing	2
trained in nutrition	2
to decree no	2
result in dynamic	2
key interventions will	2
be within the	2
recovery of private	2
agricultural services support	2
additional border districts	2
agricultural production chain	2
nepal in an	2
this project under	2
of the sop	2
feasible and will	2
of slaughterhouses and	2
aims will support	2
principle of the	2
be installed with	2
improvements in tax	2
numerous smaller domestic	2
shift in production	2
and mitigation issues	2
main activities and	2
risks and responsibilities	2
health and hygiene	2
and coordinated support	2
expressed their views	2
systems and a	2
the design features	2
quarantine or holding	2
specialist who is	2
first phase was	2
and enhanced integration	2
main raw material	2
and stakeholder professionalization	2
household level improved	2
of sagcot support	2
strategy to guide	2
types of productive	2
components whose main	2
approach will ensure	2
survey conducted by	2
fully financed by	2
million loan government	2
infrastructure especially as	2
to influence national	2
replanting of new	2
the structural causes	2
by an ecf	2
dialogue with stakeholders	2
dissemination of guides	2
the required criteria	2
which contribute to	2
that there would	2
trend of the	2
remains the focus	2
budgeting activities under	2
half of completion	2
seeking support from	2
water due to	2
use of third	2
commercial bank in	2
promote ownership of	2
in or around	2
in the capacity	2
role in agriculture	2
designed in coordination	2
be to promote	2
labour and draught	2
agenda for action	2
and technological options	2
provide oversight for	2
of around million	2
realities and needs	2
which can lead	2
local currenc y	2
is fully and	2
expenditures as has	2
has provided the	2
agricultural finance and	2
and output increases	2
of comprehensive and	2
consideration for women	2
crop root zone	2
also reducing the	2
have made the	2
and dissemination activities	2
completion report bank	2
where they can	2
understood to mean	2
terrestrial and aquatic	2
the primary on	2
market price fluctuations	2
hosted through their	2
establishment of modern	2
countries with a	2
and resilience building	2
implementation of procurement	2
economic and development	2
rkvy beneficiaries total	2
csa at national	2
to develop mechanisms	2
validate the results	2
other horticultural crops	2
the impacts will	2
effectiveness fulfillment of	2
is being accentuated	2
monitoring committee will	2
set out by	2
and individual service	2
based on demand	2
the awpbs will	2
including the european	2
will be few	2
the sectors most	2
with complementary investments	2
available to afghan	2
livelihoods and to	2
it ranks among	2
and geographic locations	2
investment and economic	2
of specific resettlement	2
safeguards specialist under	2
surveys were conducted	2
groups that are	2
sectors and greater	2
because pesticide use	2
irrigation m r	2
have opted for	2
oriented towards organic	2
encouraged for eligible	2
the team thomas	2
achieved through capacity	2
infrastructure operating and	2
is to intensify	2
from the chief	2
with the state	2
the national fund	2
the tax policy	2
polder areas in	2
been given to	2
varieties of maize	2
such as pack	2
assist the development	2
also provide capacity	2
unclear land and	2
the components under	2
regularly in contact	2
as the asian	2
million ghs million	2
offered to beneficiaries	2
and severe drought	2
is expressed in	2
and a third	2
tcep will have	2
and also improved	2
one of which	2
investments will have	2
all endogenous values	2
current economic hardship	2
of two and	2
africans are food	2
and hired on	2
inclusive and diversified	2
bills of quantities	2
the north to	2
it will collaborate	2
maternal and infant	2
development in siliana	2
the interagency titling	2
is significantly increased	2
agreed terms of	2
supported pforr operation	2
disaster management systems	2
through modernization of	2
groups of countries	2
households in food	2
interventions financed under	2
not been shared	2
management plans prepared	2
the workers and	2
should have the	2
familiarity with and	2
on the targeted	2
were procured under	2
have a strategic	2
for capital investment	2
those involved and	2
agriculture institutional capacity	2
exports as the	2
lessons learned over	2
improved schooling rate	2
and fishery activities	2
fresh products grading	2
maintenance costs and	2
in the registry	2
contracting is both	2
of february on	2
to wheat for	2
importance of consumption	2
and provide sustainable	2
as possible on	2
seed planting material	2
enhancing support project	2
included as a	2
grants for agro	2
overall fiscal envelope	2
level and consultation	2
it would require	2
have better job	2
agriculture and good	2
scope and need	2
from million litres	2
rural women as	2
the project region	2
the activities promoted	2
significant improvements in	2
of the detailed	2
aims at promoting	2
be filled in	2
the technical training	2
steep slopes with	2
by creating opportunities	2
focusing on food	2
monitor dynamics of	2
will then make	2
included as appendix	2
planning and design	2
commune and district	2
sites for infrastructure	2
and monitoring units	2
export product after	2
ascertain whether this	2
to the audit	2
an annual capacity	2
term human and	2
adequate training and	2
of small farms	2
be identified before	2
trigger additional safeguards	2
form of provisions	2
withdrawal applications to	2
greater implementation of	2
to municipal fisheries	2
line ministries and	2
and collection of	2
be necessary or	2
organisation of exchange	2
coordination of security	2
duration and including	2
seed industry and	2
are complemented by	2
not support rehabilitation	2
of citizen engagement	2
for interest rate	2
growth principle of	2
increased yields and	2
and violence in	2
building for disaster	2
affected due to	2
to and opportunities	2
a plan of	2
collaboration with beneficiary	2
and innovation as	2
appropriate use of	2
poverty headcount in	2
government program to	2
it is key	2
input for the	2
might be received	2
exchange losses are	2
of indian agriculture	2
income inequality levels	2
and media for	2
rural development division	2
colombia institutional strengthening	2
its population and	2
ratification of the	2
and the agropastoral	2
to food crop	2
receive the proceeds	2
of all agriculture	2
to and subject	2
prioritized csa options	2
dsf grant financing	2
the unsuitability of	2
households had unmet	2
groups to the	2
of its implementation	2
of public wheat	2
stakeholders from the	2
by and up	2
initiatives for the	2
strategies and activities	2
the national crusade	2
number of on	2
rice import costs	2
the cpf regarding	2
there is significantly	2
economies through the	2
high quality forage	2
be disclosed through	2
safeguard related measures	2
disbursements to the	2
correlation between areas	2
activities and realizations	2
of risk sharing	2
of snaip and	2
towards a structural	2
new technologies that	2
on the rehabilitation	2
girsal will also	2
world bank guidance	2
their output for	2
finance some recurrent	2
out of subsistence	2
facing smallholder agriculture	2
human activities on	2
a significant cost	2
are satisfactory and	2
assessment and vocational	2
largely environmentally neutral	2
to fisheries development	2
when moving from	2
average million people	2
main crops include	2
country benin sector	2
the main sectors	2
of indigenous households	2
improved beneficiary incomes	2
objective of prodefi	2
region and at	2
strengthening shgs and	2
and strategic framework	2
any additional secretary	2
in production prices	2
into the state	2
myanmar and ifad	2
raising the incomes	2
and of national	2
establishment or development	2
actors participating in	2
which establishes standards	2
implemented before the	2
and quality to	2
key partners such	2
of tertiary roads	2
the coordinating unit	2
and residential block	2
the regulations are	2
development and reconstruction	2
particular with its	2
for infrastructure facilities	2
component has three	2
this project but	2
mainly at the	2
such as solar	2
poor is not	2
and regional context	2
by enabling local	2
bank borrower june	2
locally and available	2
quality control services	2
reversing the trend	2
important role to	2
feasibility studies carried	2
other donor agencies	2
approach to scaling	2
not call for	2
across all provinces	2
investment plans and	2
of benefits at	2
bottom percent of	2
attracting and leveraging	2
response via implementation	2
operating period of	2
facilitate market linkages	2
in the traditional	2
through expansion of	2
m e officers	2
social visibility and	2
close liaison with	2
areas to produce	2
lake and to	2
cost description of	2
processing rate for	2
roads and markets	2
will be ua	2
out using bps	2
e and financial	2
support sustainable livelihoods	2
rural poverty alleviation	2
objectives to be	2
staple food requirements	2
quarterly reports in	2
consult upon and	2
of agriculture of	2
as launch pads	2
convert to tree	2
sustained improvements in	2
outreach and capacity	2
irrigation techniques at	2
with value chains	2
have been triggered	2
reorientation of the	2
ta program which	2
will make up	2
an inspection and	2
with fragile soil	2
divergent interests of	2
markets and higher	2
an entity to	2
design has reflected	2
involving the paps	2
reflect on how	2
poverty over the	2
this operation the	2
governing the national	2
prices as a	2
and certification in	2
borrower secretary ministry	2
especially regional markets	2
as a table	2
the following options	2
potential impacts to	2
to foster free	2
to implement them	2
shocks and reduce	2
approach in rural	2
integrated system of	2
goods and paragraphs	2
value chain analyses	2
and forced adult	2
particularly those relating	2
to watershed protection	2
through the urc	2
overall operations for	2
bank group and	2
the relevant production	2
of extension workers	2
positive poverty reduction	2
prf activities in	2
being more than	2
the vulnerability and	2
low per capita	2
and will establish	2
serve as programme	2
has been based	2
training of extension	2
and high enough	2
projects programs and	2
farmers have increased	2
constraints to business	2
to adb shall	2
economy activity rebounded	2
proposed project investments	2
the projects approved	2
critical need for	2
borrower and implementing	2
rural energy access	2
supporting infrastructure such	2
are currently encountered	2
in processing of	2
that togo has	2
with national development	2
able to acquire	2
and enhance local	2
and forests and	2
years of recession	2
in regions affected	2
conducted from the	2
international conventions and	2
assessment of their	2
ha of command	2
and services funded	2
notification letter was	2
to lged the	2
to formulate the	2
some activities supported	2
under this scenario	2
strategy and statistics	2
of additional revenue	2
by the hon	2
commercial lending into	2
about cfaf billion	2
standard that allows	2
regulatory authority act	2
will finance consulting	2
malawi and burkina	2
cycle varieties and	2
for agricultural machinery	2
republic under the	2
difficult to identify	2
additional shares owned	2
the mainstay tuna	2
is closely tied	2
approaches by project	2
from design changes	2
represents about of	2
refer to annex	2
loading unloading dock	2
management and integrated	2
agricultural business development	2
livestock contributes percent	2
expenditures under part	2
serving consumers in	2
of new facilities	2
but employs seventy	2
studies showing a	2
were not complied	2
agriculture sector reforms	2
schedule as well	2
of the urc	2
is well positioned	2
objective to develop	2
zone to the	2
turnaround time for	2
improve the agriculture	2
have adequate capacity	2
making the country	2
the equity and	2
of decree no	2
in oasis basins	2
to adopt resilient	2
and water infrastructures	2
become effective subject	2
development approach that	2
participation in policy	2
two budget support	2
risks inherent to	2
income will be	2
promoting smallholder partnerships	2
the northern magway	2
support of its	2
of partners are	2
focuses mainly on	2
h f nd	2
submit a copy	2
the baseline data	2
will induce excavations	2
which the benefits	2
on the northern	2
equality and ensure	2
arbitrator appointed by	2
recovery of costs	2
and innovations in	2
for vocational integration	2
sets an ambitious	2
academic and research	2
by the feasibility	2
will bring improvements	2
their incomes with	2
already above the	2
climate change models	2
bank yemen food	2
for future agricultural	2
collaboration among the	2
areas of innovation	2
to months onape	2
will provide general	2
proader will be	2
limited as the	2
institutions to develop	2
will disseminate innovations	2
approval by adb	2
attention be paid	2
board in january	2
adaptation technologies and	2
diseases of crops	2
the pniasan and	2
of biological or	2
bank agreed to	2
to ensure land	2
will catalyse market	2
the interventions through	2
the first instance	2
direct and self	2
the overall wsus	2
aligning the public	2
participatory monitoring of	2
have prepared a	2
is beset with	2
an effective project	2
project to allow	2
no specific safeguard	2
portions of the	2
finance and linkages	2
to basic socio	2
to date maps	2
cannot be subject	2
million mt in	2
temporary primarily because	2
m eat and	2
availability of drinking	2
of the pzta	2
districts and regions	2
production system to	2
a shorter period	2
being developed with	2
of carbon sequestration	2
of cultural assets	2
was a success	2
vice president on	2
context uzbekistan is	2
in advance in	2
since the launch	2
strategic role in	2
service delivery by	2
the voluntary participation	2
for the philippines	2
before project approval	2
field mission was	2
sustainable community institutions	2
green revolution would	2
focus on economic	2
as fiduciary risks	2
from fao in	2
these are run	2
areas with limited	2
the following cpf	2
the farmers union	2
sector coordination at	2
average processing time	2
implemented following the	2
lack of physical	2
rehabilitation of pharmaceutical	2
the economic surplus	2
ifad projects and	2
and mitigation required	2
a key issue	2
or another bank	2
of the amazon	2
growth rate has	2
also strengthen the	2
meets the requirements	2
be managed with	2
horticulture produce and	2
issues in agricultural	2
less than meters	2
reduction of unemployment	2
date of december	2
a framework to	2
national policy framework	2
to repay in	2
banks and micro	2
the state agency	2
a slight revision	2
fodder area per	2
documentation for the	2
eirr is for	2
contribution and the	2
disbursement application which	2
locally tested and	2
strengthened public services	2
b and triggers	2
are reported as	2
their respective subprojects	2
that remains untapped	2
environmental screening of	2
imf approved by	2
a financial controller	2
of rehabilitation and	2
while there are	2
country is significantly	2
all these impacts	2
manual and training	2
their main causes	2
conflicts between pastoralists	2
not only generate	2
households to move	2
as environmental assessment	2
to occupy an	2
forest management plan	2
on the key	2
ministry of law	2
in their use	2
been incurred on	2
led producer organizations	2
of funds or	2
the current vision	2
development activities and	2
the productive capital	2
of primary gdp	2
aversion and information	2
financing basis for	2
ensure efficient flow	2
this would have	2
types of market	2
project adopts a	2
of food crop	2
irrigation systems modernization	2
at the andhra	2
central america and	2
estimated at by	2
trainings that will	2
missions involving the	2
a first step	2
with value added	2
incomplete texts draft	2
structures at national	2
is by far	2
copies of all	2
the country shall	2
maturity of the	2
new project for	2
to eur four	2
project reports annual	2
the financial support	2
based road maintenance	2
complete with a	2
have the requisite	2
mostly family fishing	2
purchasing of adapted	2
and help set	2
the largest areas	2
project coordination committees	2
the project associated	2
and optimization of	2
minimizing social risks	2
to identify suitable	2
planning of eligible	2
qualifications acceptable to	2
abundant arable land	2
improved livelihoods for	2
operation proposed herein	2
myanmar is empowered	2
involve clearing of	2
is situated in	2
ifad misfa beneficiaries	2
contributing to increase	2
generates more than	2
and a rural	2
based rationale for	2
is evidence of	2
decided to use	2
for subprojects in	2
organised under the	2
project funded by	2
of sustainable landscape	2
development which has	2
office in guinea	2
with a rate	2
resettlement of project	2
on market opportunities	2
permanent by integrating	2
that integrates information	2
of mof of	2
management instruments to	2
operational and managerial	2
measures for identified	2
for the socio	2
impacts that were	2
number of structures	2
cereals has declined	2
cent participation by	2
sector and smallholder	2
an autonomous operation	2
of pressurized irrigation	2
providers that will	2
locally available ingredients	2
beans and irish	2
more balanced diet	2
sustainable livelihoods and	2
ministry of tribal	2
for meat processing	2
of agricultural businesses	2
sell produce at	2
services that previously	2
economic status to	2
epard programme financed	2
sell surplus production	2
allocate at least	2
economies in sub	2
as technology transfer	2
expanded with the	2
practices to enhance	2
centre for agricultural	2
the financial administration	2
ensure that local	2
only during implementation	2
was assessed in	2
affecting agricultural production	2
measures costs in	2
relating to setting	2
basis of prevailing	2
as pdu in	2
minor or of	2
safeguards specialists in	2
of exports in	2
water contamination from	2
attention to agriculture	2
intervention areas and	2
counties with the	2
to assessing and	2
commitment of governments	2
generate lessons learned	2
under three pillars	2
be brought to	2
disease surveillance systems	2
asap grant of	2
most vulnerable through	2
reduced over the	2
budget support for	2
of municipal fisheries	2
the seed testing	2
the unpredictability of	2
income for these	2
eight million five	2
epidemiological surveillance network	2
in agricultural finance	2
designed to concentrate	2
and on november	2
institute of tropical	2
support farmers in	2
locations are being	2
key to addressing	2
not always favour	2
which is located	2
involving the bank	2
from west to	2
et propositions de	2
the western hemisphere	2
percent against percent	2
of trade partnerships	2
financing gap adaptation	2
based on gross	2
for a substantial	2
land is fundamental	2
and establish an	2
varies across the	2
address pertinent concerns	2
portfolio in burundi	2
between a government	2
local financing entities	2
economic resilience it	2
driven nature of	2
implementation guidelines and	2
the role played	2
a comprehensive program	2
within key line	2
equipment from the	2
strategies and mechanisms	2
pesticides management plan	2
based on annual	2
for increase in	2
of investments supported	2
zone development plan	2
and p d	2
wua planning meetings	2
in selected cascades	2
nutrition and increased	2
by serving as	2
but at a	2
groundwater resources are	2
the small dams	2
businesses that will	2
after giving not	2
while striving to	2
generate related employment	2
appraisal stage isds	2
conditions and procedures	2
stakeholder platforms and	2
level through improved	2
enabling environment to	2
and materials for	2
two hundred and	2
during the assessment	2
and the work	2
and phytosanitary treatment	2
to enhance private	2
will add an	2
numerous positive impacts	2
considerable challenges in	2
to the areas	2
millions of u	2
cereal and vegetable	2
the doi is	2
leverage on private	2
approach is problem	2
space by improving	2
resources lending instrument	2
for unskilled labor	2
continue to capacitate	2
staff salaries and	2
harmonization of the	2
that project activities	2
ease access to	2
will support value	2
through a designated	2
advisory packages for	2
areas are the	2
involving the different	2
it may lead	2
consolidation financing agreement	2
integrated administration and	2
other crops that	2
iterative beneficiary monitoring	2
territorial outreach units	2
with a stronger	2
consolidation will be	2
e s screening	2
cleared consulted with	2
world bank uy	2
technology packages to	2
ifad grant implementing	2
agricultural planning and	2
between nepal and	2
above and will	2
tadb will implement	2
mainly in siliana	2
is accurately targeting	2
target groups have	2
the cultural sensitivity	2
the different projects	2
is mostly rain	2
only candidate subprojects	2
local beneficiary communities	2
a profitable investment	2
the skills development	2
a proportion of	2
increase adaptive capacity	2
and resilience is	2
change impacts through	2
neither the parent	2
low income and	2
well as world	2
husbandry and fisheries	2
financed by various	2
an additional concern	2
safety may be	2
at the general	2
conducive to improving	2
and economically efficient	2
to building the	2
at the equivalent	2
the outputs of	2
it contributes about	2
been aggregated using	2
of mobilizing and	2
the trade hub	2
access and competiveness	2
ensuring its sustainability	2
youth and climate	2
philippines is empowered	2
the project around	2
emerged as an	2
suffer from acute	2
to the request	2
address existing and	2
different roles and	2
varying degrees across	2
capacity to take	2
msmes will also	2
at the initial	2
more visible results	2
included in construction	2
focusing on climate	2
program implemented by	2
ion of t	2
adequate and reliable	2
on productivity gains	2
more than to	2
also extended to	2
thereby increasing resilience	2
eligible for the	2
low participation of	2
plans for land	2
create conditions that	2
the systematic establishment	2
disease that affects	2
account category subcategory	2
continue after the	2
after the entry	2
to districts will	2
effective role in	2
women continue to	2
for accounting vouchers	2
no land disputes	2
children especially girls	2
them idp returnees	2
of agriculture system	2
related to effluent	2
and evaluating the	2
nutritious food for	2
average rainfall ranges	2
for this analysis	2
outcome indicators average	2
activities to encourage	2
control processes and	2
private initiatives that	2
a similar sample	2
be stressed that	2
o m activities	2
team arcadii capcelea	2
and acd will	2
is to reverse	2
of smaller tanks	2
has the added	2
activities would remain	2
than t ha	2
a main river	2
responsiveness in agricultural	2
lesser extent in	2
knowledge management the	2
be as reasonably	2
reduce the economic	2
axis of the	2
service commission of	2
characterised by shifting	2
market improvement groups	2
policies status quo	2
forest and pastoral	2
fertility in the	2
draft project implementation	2
crops by and	2
well as marketing	2
uncommitted funds from	2
to accommodate some	2
improve project efficiency	2
political and military	2
cfaf thousand ua	2
and the more	2
loan account such	2
further specified in	2
consolidated strategic framework	2
integration of procurement	2
or to affect	2
of various public	2
the family level	2
of mofa or	2
severe lack of	2
mtco e in	2
to eliminate constraints	2
would support smallholders	2
sector agencies and	2
on a hybrid	2
the center is	2
maintenance mechanism for	2
a qualified private	2
society by promoting	2
system implemented by	2
access by producers	2
even beyond grants	2
line and per	2
an important cause	2
and fruitful discussions	2
ensure that proper	2
mainly maize as	2
lndc and ltdc	2
planted at the	2
will avoid any	2
and technical expertise	2
practices in selected	2
a disbursement rate	2
bank has identified	2
par ii will	2
for increased smallholder	2
see table i	2
department of balochistan	2
good for agriculture	2
the output and	2
climate knowledge and	2
beneficiaries have increased	2
and upgraded infrastructure	2
for component through	2
below the averages	2
with minimum dietary	2
livestock farming on	2
the most influential	2
across four categories	2
search for new	2
its structuring of	2
sustainability rating narrative	2
criteria as agreed	2
of these markets	2
urgent reform bill	2
specific partnership agreements	2
does not currently	2
learned from sapp	2
in the pag	2
key institutions and	2
gz is to	2
in bank disbursement	2
be recruited as	2
been discussed and	2
the mekong river	2
of apz governance	2
the targets and	2
system to track	2
costs local foreign	2
those targeted by	2
occupy an important	2
of targeted households	2
and align them	2
enhance their economic	2
and business initiatives	2
rural working families	2
the rlacc i	2
